name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude_1,date_collected,website,geometry,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Earth Healthy,"Location: N Westmoreland Rd 2010 Desoto, TX 75115",32.6283704,-96.8743237,,,,,localharvest.org/earth-healthy-M72493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest's Farms,"Location: 220 Crystal Ct Heath, TX 75032",32.83826120000001,-96.4974592,,,,,localharvest.org/forests-farms-M19383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Sprout Farms,,32.68,-97.03,,,,,localharvest.org/speedy-sprout-farms-M80894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Goat Gardens,"Location: 3908 Sycamore Lane Parker, TX 75002",33.05412099999999,-96.6525391,,,,,localharvest.org/red-goat-gardens-M49317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapman 3C Cattle Company,"Location: 4513 W FM 219 Hico, TX 76457",31.9139846,-98.1584193,,,,,localharvest.org/chapman-3c-cattle-company-M75349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Nugget Farm,,32.22,-98.47,,,,,localharvest.org/gold-nugget-farm-M82022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Sky Farm,"Location: 4801 Kelly Road Aledo, TX 76008",32.6102985,-97.5778374,,,,,localharvest.org/prairie-sky-farm-M56113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Dub Farm,"Location: 4901 Kelly Road Fort Worth, TX 76126",32.6086149,-97.575687,,,,,localharvest.org/little-dub-farm-M60055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Mile Farm - Fresh Duck Eggs,"Location: 7190 Nine Mile Bridge Road Fort Worth, TX 76135",32.838466,-97.519703,,,,,localharvest.org/nine-mile-farm-fresh-duck-eggs-M66339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broken Paddle Farm,"Location: Ten Mile Bridge rd Fort Worth, TX 76135-2124",32.8386566,-97.435663,,,,,localharvest.org/broken-paddle-farm-M71748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HFW Beef, LLC","Location: 2542 Hwy 240 Wichita Falls, TX 76136",34.0890146,-98.71194570000002,,,,,localharvest.org/hfw-beef-llc-M22596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Heritage Farms,"Location: 269 W Hwy 171 Godley, TX 76044",32.4431842,-97.5351309,,,,,localharvest.org/roman-heritage-farms-M71517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Farm,"Location: 2526 Hayley Drive Weatherford, TX 76085",32.7908683,-97.7217403,,,,,localharvest.org/adobe-farm-M51609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twinstone Ranch,,32.51,-97.22,,,,,localharvest.org/twinstone-ranch-M81797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udderly Free Range,"Location: 124 Remington Lane Weatherford, TX 76085",32.8800132,-97.6500057,,,,,localharvest.org/udderly-free-range-M65445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushroom Street Farms,,32.62,-97.16,,,,,localharvest.org/mushroom-street-farms-M85118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ewe Got It Farm,"Location: 4224 C.R. 801 Joshua , TX 76058",32.4615291,-97.3880731,,,,,localharvest.org/ewe-got-it-farm-M67507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giselle Borges,,32.72,-97.15,,,,,localharvest.org/giselle-borges-M83920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sendero Brothers All Natural Grassfed Texas Beef,"Location: 2714 Buffalo Dr. Arlington, TX 76013",32.7322144,-97.1534161,,,,,localharvest.org/sendero-brothers-all-natural-grassfed-texas-beef-M34329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFW Organic Growing,"Location: 10027 Harmon Rd ste 125 Fort Worth, TX 76177-7314",32.920845,-97.3334091,,,,,localharvest.org/dfw-organic-growing-M76552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Creek Farm,"Location: 6529 Asher Road Alvarado, TX 76009",32.4477094,-97.2412815,,,,,localharvest.org/walnut-creek-farm-M61206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C&B Fleece Fur and Feathers,"Location: 11429 Ridgeview Circle Ft Worth, TX 76244",32.9413479,-97.2881548,,,,,localharvest.org/c-b-fleece-fur-and-feathers-M32794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Casa Verde,"Location: 802 W. Spring St. Weatherford, TX 76086",32.7608137,-97.8087567,,,,,localharvest.org/la-casa-verde-M54090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Ranch,,32.82394880956999,-96.61743682649104,,,,,,701979523.0,farmland,Dallas,113.0,1424,Barnes Bridge Road,Mesquite,75150.0,"1424 Barnes Bridge Rd, Mesquite, TX 75150, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32.95683497639892,-96.77685271388692,,,,,,702541181.0,allotments,Dallas,113.0,7667,Roundrock Road,Dallas,75248.0,"7667 Roundrock Rd, Dallas, TX 75248, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher Family Farm & Ranch,", Dallas , Texas 75220",32.8621631,-96.8726295,,,,,,,,113,,,,,,,0.0,32.8621631,-96.8726295,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
For Oak Cliff Farmers Market,"907 East Ledbetter Drive, Dallas, TX, USA",32.6845583,-96.8117815,,,,,,,,113,,,,,,,6.0,32.6845583,-96.8117815,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Hollow Farms,,32.7779765,-96.7962148,,,,,,,,113,,,,,,,11.0,32.7779765,-96.7962148,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey's Acres Farm,"1350 Stoney Creek Dr, Cedar Hill, Texas 75104",32.561252,-96.937545,,,,,,,,113,,,,,,,5.0,32.561252,-96.937545,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,,32.8943,-96.8856,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.8943,-96.8856,,,,,Dragon City Farms,2435 Walnut Ridge Street,75229.0,,6/29/26,https://dragoncityfarms.com,POINT (-96.8856 32.8943),1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.8123,-96.6578,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.8123,-96.6578,,,,,GROW North Texas,1451 John West Rd,75228.0,,6/29/26,http://www.grownorthtexas.org,POINT (-96.6578 32.8123),1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.7681,-96.7325,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.7681,-96.7325,,,,,Restorative Farms,4500 Todd Street,75210.0,,6/29/26,https://www.restorativefarms.org,POINT (-96.7325 32.7681),1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.79003147,-96.69194687,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.79003147,-96.69194687,,,,,Sustainable Stems,7017 Pickrell Dr,75227.0,,6/29/26,https://sustainablestemsdfw.com,POINT (-96.69194687 32.79003147),1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas Half Acre Farm,"13608 Fernheath Ln, Dallas, TX 75253",32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grozilla,3921 Martin Luther King Jr Blvd Dallas TX 75210,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liberty Street Garden, at The Meadows Foundation","510 Liberty St, Dallas, TX 75204",32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owenwood Farm & Community Garden,"1451 John West Rd, Dallas, Texas, 75228",32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WE over Me Farm, at Paul Quinn College","3837 Simpson Stuart Rd, Dallas, Texas, 75241",32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultivated Chicks,"1832 Glenn Lane, Glenn Heights, TX 75154",32.5555583,-96.8515583,,,,,,,,,,,,,,,,32.5555583,-96.8515583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
